OBJECTID,Trail Segment Type,Location,Status,Structure ID,Material,Map Miles,Width (ft),Structure Type,Structure Tonnage,Trail Name,Owner,ADA,Shape__Length,Closure Status,Trailhead ID,GlobalID,AccessAddress,CouncilDistrict
122,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.14247637,8,NA,0,Walnut Creek Trail,COR,NO,752.275250954279,OPEN,189,dc449a4f-34f4-424f-8216-346fb2b88255,1318 Lake Dam Rd,D
123,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.61545919,8,NA,0,Walnut Creek Trail,COR,NO,3249.62451727859,OPEN,194,0c10d141-5a61-41a2-ad26-3842a2caa67b,4981 Avent Ferry Rd,D
124,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.06774093,8,NA,0,Walnut Creek Trail,COR,NO,357.672105570125,OPEN,189,b1d7ce21-70cb-44ad-95c9-c7daadf07439,1318 Lake Dam Rd,D
125,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.69293893,8,NA,0,Walnut Creek Trail,COR,NO,3658.71753973502,OPEN,189,106ed63f-5700-4ef4-9ce6-fce2e361677c,1318 Lake Dam Rd,D
126,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.02902115,8,NA,0,Walnut Creek Trail,COR,NO,153.231658233238,OPEN,194,3f5a454f-00ea-41a5-bf1e-179e9fbbb30a,4981 Avent Ferry Rd,D
127,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.07056856,8,NA,0,Walnut Creek Trail,COR,NO,372.601972347632,OPEN,194,3f31b89d-4882-4ca6-a96f-f0b3cfd0547d,4981 Avent Ferry Rd,D
128,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.03587966,8,NA,0,Walnut Creek Trail,COR,NO,168.881369545749,OPEN,194,8cc6c028-9547-41f0-b56d-924106b35b7a,4981 Avent Ferry Rd,D
129,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.05671186,8,NA,0,Walnut Creek Trail,COR,NO,299.438635433911,OPEN,194,e47781e1-b073-484f-8659-7dece54e44ae,4981 Avent Ferry Rd,D
130,Structure,Lake Johnson Segment -  # 73,Existing,73,Wood Decking,0.14818702,10,Bridge,5,Walnut Creek Trail,COR,NO,782.427466866281,OPEN,191,4c65d956-c746-4e3d-991d-0454b82e65a3,4503 Avent Ferry Rd,D
131,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.11424662,10,NA,0,Walnut Creek Trail,COR,NO,603.222148630214,OPEN,189,59690972-40da-4778-8d29-9246848d336a,1318 Lake Dam Rd,D
132,Structure,Lake Johnson Segment -  # 75,Existing,75,Trex Decking,0.0112729,6,Bridge,2.5,Walnut Creek Trail,COR,NO,59.5208936468589,OPEN,189,3da2c3f8-506c-462d-aa21-dd285cbd3f45,1318 Lake Dam Rd,D
133,Trail,Upper Walnut Segment,Existing,NA,Asphalt,0.48345539,10,NA,0,Walnut Creek Trail,COR,NO,2552.64445238431,OPEN,368,6cc58980-6d36-4b08-a4a6-054025971e44,1319 Lake Dam Rd,D
134,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.02117909,8,NA,0,Walnut Creek Trail,COR,NO,111.779941674922,OPEN,189,d4539ff8-35f5-466d-ad44-d42064e5e399,1318 Lake Dam Rd,D
135,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.00401292,10,NA,0,Walnut Creek Trail,COR,YES,21.1882057368843,OPEN,189,901156ff-d968-4024-83e0-fd22e0811056,1318 Lake Dam Rd,D
136,Structure,Lake Johnson Segment - # 132,Existing,132,Wood Decking,0.01916738,12,Bridge,5,Walnut Creek Trail,COR,YES,101.203745811274,OPEN,189,bc35d6f0-81fc-4512-bb8e-2e0918c018ee,1318 Lake Dam Rd,D
137,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.05342376,10,NA,0,Walnut Creek Trail,COR,YES,282.077472792605,OPEN,189,2e27aa23-1c5c-4a08-b877-6d200f81207e,1318 Lake Dam Rd,D
138,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.73063331,8,NA,0,Walnut Creek Trail,COR,NO,3857.74387770024,OPEN,188,756e4929-eb8a-4b7b-b2e1-80ede49b7f9e,1220 Lake Dam Rd,D
139,Trail,Lake Johnson Segment,Existing,NA,Concrete,0.03070398,8,NA,0,Walnut Creek Trail,COR,NO,162.07849883649,OPEN,191,d68d3782-aee6-4ca0-b949-abcf9f07632e,4503 Avent Ferry Rd,D
140,Trail,Lake Johnson Segment,Existing,NA,Concrete,0.0453005,8,NA,0,Walnut Creek Trail,COR,NO,239.186616682958,OPEN,191,adeefe92-c6b8-41fa-94ca-8a659c31bff9,4503 Avent Ferry Rd,D
141,Trail,Lake Johnson Segment,Existing,NA,Concrete,0.0162412,8,NA,0,Walnut Creek Trail,COR,NO,85.7535585029696,OPEN,191,ed0ba3ca-e209-42f9-849c-3fae2c9789b4,4503 Avent Ferry Rd,D
142,Structure,Upper Walnut Segment -  # 80,Existing,80,Wood Decking,0.04260065,8,Bridge,5,Walnut Creek Trail,COR,NO,224.931430747857,OPEN,369,ac68552e-7e75-4e4c-a92b-7f56d059f62e,2506 Gorman St,D
143,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.04967484,10,NA,0,Walnut Creek Trail,COR,NO,262.283172519904,OPEN,187,1e084d59-eab3-4dbc-9834-f30c35019115,1300 Lake Dam Rd,D
144,Trail,Upper Walnut Segment,Existing,NA,Asphalt,0.23940603,10,NA,0,Walnut Creek Trail,COR,NO,1264.06383722563,OPEN,369,2cc26177-8ce7-4530-9f74-b1803f4e7d4e,2506 Gorman St,D
146,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.16805233,8,NA,0,Walnut Creek Trail,COR,NO,887.316328317963,OPEN,188,3829578e-ddce-4bac-b5ee-b4000a60be7b,1220 Lake Dam Rd,D
148,Trail,Upper Walnut Segment,Existing,NA,Asphalt,0.16930738,10,NA,0,Walnut Creek Trail,COR,YES,912.131382498409,OPEN,367,70449d67-77ea-459f-861e-bc6a46c50865,1002 Trailwood Dr,
152,Trail,House Creek Trail,Existing,NA,Asphalt,0.36051871,10,NA,0,House Creek Trail,COR,YES,1903.5273686273,OPEN,175,f8fd2673-8c88-4805-8f2d-8f545fe3826b,3503 Horton St,E
153,Structure,House Creek Trail - # 301,Existing,301,Concrete,0.01994021,10,Bridge,5,House Creek Trail,COR,YES,105.284318767521,OPEN,176,492c3e92-f43e-4f9e-aeed-eecdb6ec2a49,3720 Horton St,E
154,Trail,House Creek Trail,Existing,NA,Asphalt,0.242934767954408,10,,0,House Creek Trail,COR,YES,1282.69557479942,OPEN,172,f4c8d842-db87-43cb-9a83-b3fe277d5494,1199 Ridge Rd,E
155,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.0477575,10,NA,0,Reedy Creek Trail,COR,YES,252.159604401553,OPEN,172,71ac693a-8e8b-4024-909c-09e68c4fd321,1199 Ridge Rd,E
156,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.02130868,10,NA,0,Reedy Creek Trail,COR,YES,112.509822428087,OPEN,172,d57313fe-bea9-412a-ad52-30111c7189ff,1199 Ridge Rd,E
157,Trail,House Creek Trail,Existing,NA,Asphalt,0.00351173,10,NA,0,House Creek Trail,COR,YES,18.5419552956711,OPEN,172,fb62b2c8-aff6-4470-b4b5-d83b1cf9fcd4,1199 Ridge Rd,E
158,Trail,House Creek Trail,Existing,NA,Asphalt,0.02006857,10,NA,0,House Creek Trail,COR,YES,105.962047534165,OPEN,172,fc03bbfb-063f-4f0c-8cab-ae978321ffcb,1199 Ridge Rd,E
159,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.10678071,10,NA,0,Reedy Creek Trail,COR,YES,563.802125996425,OPEN,172,71848045-0222-4af1-b064-c5a29f0fc2ef,1199 Ridge Rd,E
160,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.19798957,10,NA,0,Reedy Creek Trail,COR,NO,1045.38494942672,OPEN,320,7e4cfe53-7cc2-4108-a90c-4c9f3d115522,1950 Blue Ridge Rd,E
161,Structure,Reedy Creek Trail -  #116,Existing,116,NCDOT Bridge,0.13622304,12,Bridge,,Reedy Creek Trail,COR,NO,719.257630346827,OPEN,172,0fe51011-132d-4ec9-8c5c-5ada3702571d,1199 Ridge Rd,E
162,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.2277048,10,NA,0,Reedy Creek Trail,COR,NO,1202.28133922608,OPEN,172,b19e6492-2091-44f9-8fc7-a4c406acd0ca,1199 Ridge Rd,E
163,Structure,Reedy Creek Trail -  # 69,Existing,69,Wood Decking,0.00283956,10,Bridge,5,Reedy Creek Trail,COR,NO,14.9928834581635,OPEN,320,66c0e996-3245-400f-ba53-ea3ce6da529e,1950 Blue Ridge Rd,E
164,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.04668623,10,NA,0,Reedy Creek Trail,COR,NO,246.503289430619,OPEN,172,055d49e1-7f6e-4a52-91fa-3066e1db24b9,1199 Ridge Rd,E
165,Structure,Reedy Creek Trail -  # 70,Existing,70,Wood Decking,0.01284399,12,Bridge,5,Reedy Creek Trail,COR,NO,67.8162825938286,OPEN,172,e23ab2cd-07eb-442f-b70e-73588adf77c0,1199 Ridge Rd,E
166,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.2475009,10,NA,0,Reedy Creek Trail,COR,YES,1306.74215490254,OPEN,325,d51b6814-e5c8-4e65-a12a-01ef4b98d184,3812 Hillsborough St,D
167,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.66171088,10,NA,0,Reedy Creek Trail,COR,YES,3493.55765089611,OPEN,326,a5080ba7-70fa-4dbc-99f5-7b38590de09d,3814 Hillsborough St,D
168,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.28340998,10,NA,0,Rocky Branch Trail,NCSU,NO,1496.40468933097,OPEN,340,ac377da6-c345-4fb5-8105-3ebc72a1a9fb,342 Dan Allen Dr,D
169,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.22105207,10,NA,0,Rocky Branch Trail,NCSU,NO,1167.15490572208,OPEN,349,641cfdd2-5c8a-4a9e-bf32-844a1684055c,601 Motor Pool St,D
170,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.10692802,10,NA,0,Rocky Branch Trail,NCSU,NO,564.530794275753,OPEN,348,7cfdbd13-2b92-439d-96b3-7e8fe9708c2f,600 Motor Pool St,D
171,Trail,Rocky Branch Trail Extension,Existing,NA,Asphalt,0.39622935,10,NA,0,Rocky Branch Trail Extension,COR,YES,2092.09094883848,OPEN,78,ba39417c-ff3e-41e7-878e-f7d09e3c8ce2,502 Hunt Dr,D
172,Trail,Rocky Branch Trail Extension,Existing,NA,Asphalt,0.06146005,10,NA,0,Rocky Branch Trail Extension,COR,YES,324.509087772624,OPEN,76,bbbd3a68-9d56-4b44-b345-770f10be4b7a,501 Bilyeu St,D
173,Trail,Rocky Branch Trail Extension,Existing,NA,Asphalt,0.10414289,8,NA,0,Rocky Branch Trail Extension,COR,NO,549.874484777221,OPEN,74,55cca5d5-81a8-4807-bb77-98e1ee4d3266,500 Bilyeu St,D
174,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.177881013797658,10,,0,Rocky Branch Trail,NCSU,,939.211752851632,OPEN,344,6d19620c-6343-480d-9ee1-9816fc87384d,423 Morrill Dr,D
175,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.0595925,10,NA,0,Rocky Branch Trail,NCSU,NO,314.648413399021,OPEN,339,5cfbb3fd-4c9c-43e9-b6cd-b2f0d37fa557,2198 Western Blvd,D
176,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.15180043,10,NA,0,Rocky Branch Trail,COR,YES,801.50627614166,OPEN,352,1822549e-2291-4dc2-8ec2-a72b662d59b0,925 S Saunders St,D
177,SidewalkConnection,Rocky Branch Trail,Existing,NA,Concrete,0.0377243480647892,5,Sidewalk,0,Rocky Branch Trail,COR,NO,199.184557727295,OPEN,352,e8b42250-986e-42a0-8910-723e8458aa0c,925 S Saunders St,D
178,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.2534851,8,NA,0,Rocky Branch Trail,COR,NO,1338.40133218909,OPEN,350,3d8229ca-8cf4-4bd0-bb4f-c2a47ffcea9b,804 S Boylan Ave,D
179,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.04237435,10,NA,0,Rocky Branch Trail,COR,NO,223.736565747174,OPEN,345,d78b1b54-1706-454f-a2ec-8252c48cc07c,503 Hunt Dr,D
180,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.0415127,10,NA,0,Walnut Creek Trail,COR,YES,219.18705582396,OPEN,278,727ecebe-843c-44e6-9b9d-c46836f4ae24,1650 S Wilmington St,D
181,Structure,Rocky Branch Trail  -  # 82,Existing,82,Wood Decking,0.00454531,10,Bridge,5,Walnut Creek Trail,COR,YES,23.9992301656987,OPEN,278,8595580c-dafb-40cc-8676-a44721407b9c,1650 S Wilmington St,D
182,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.26899639,10,NA,0,Walnut Creek Trail,COR,YES,1420.30095024145,OPEN,278,4f128dd3-d254-4f9d-bf70-13d8f8aed0c8,1650 S Wilmington St,D
183,Structure,Rocky Branch Trail  -  # 83,Existing,83,Wood Decking,0.04147329,10,Bridge,5,Walnut Creek Trail,COR,YES,218.978950943297,OPEN,335,b392d700-acb8-4898-bd8d-5a6d51d8f025,1117 Fayetteville St,D
184,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.04454085,10,NA,0,Rocky Branch Trail,COR,YES,235.175698618309,OPEN,335,da8c55fa-2185-4094-8208-fd3685ee3d4d,1117 Fayetteville St,D
185,Structure,Rocky Branch Trail  -  # 84,Existing,84,Wood Decking,0.022944,10,Bridge,5,Rocky Branch Trail,COR,YES,121.144321739959,OPEN,335,25af03f4-dbca-4ab6-b579-8f7fbd669ca6,1117 Fayetteville St,D
186,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.06238587,10,NA,0,Rocky Branch Trail,COR,YES,329.397406542675,OPEN,335,22e219ef-2cd3-4b8c-a021-d7fce8350b20,1117 Fayetteville St,D
187,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.04911238,10,NA,0,Rocky Branch Trail,COR,YES,259.313354466807,OPEN,335,7d0a40eb-8aad-4c4e-b80f-521774578273,1117 Fayetteville St,D
188,Structure,Rocky Branch Trail  -  # 85,Existing,85,Wood Decking,0.01458322,10,Bridge,5,Rocky Branch Trail,COR,YES,76.9994042202057,OPEN,335,c396a566-a89b-4306-b0a1-20b321253e13,1117 Fayetteville St,D
189,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.22458086,10,NA,0,Rocky Branch Trail,COR,YES,1185.76113777124,OPEN,334,ce9e41df-d535-451b-9ee5-a16d6b0846f2,1116 Fayetteville St,D
190,Structure,Rocky Branch Trail  -  # 86,Existing,86,Wood Decking,0.01276998,10,Bridge,5,Rocky Branch Trail,COR,YES,67.4255030921046,OPEN,334,ccc513dd-2740-4d59-ad2c-4e69e34d22fc,1116 Fayetteville St,D
191,Trail,Rocky Branch Trail,Existing,NA,Concrete,0.02564883,10,NA,0,Rocky Branch Trail,COR,YES,135.425819766609,OPEN,352,7d37daa0-b097-4452-a8cb-83c9de226879,925 S Saunders St,D
192,SidewalkConnection,Eliza Pool Connector,Existing,NA,Concrete,0.109458890729479,4,Sidewalk,0,Walnut Creek Trail,COR,NO,577.942942887829,OPEN,273,76f86de2-f476-4635-851a-7c32e4211824,12 Summit Ave,D
193,Trail,Eliza Pool Connector,Existing,NA,Asphalt,0.12417194,8,NA,0,Walnut Creek Trail,COR,NO,655.627844672871,OPEN,276,10266dc3-5f1b-4d95-a799-40c89f4ff08f,1526 Fayetteville St,D
194,SidewalkConnection,Eliza Pool Connector,Existing,NA,Asphalt,0.258786841373687,8,Sidewalk,0,Walnut Creek Trail,COR,NO,1366.39452210517,OPEN,275,f1951465-e616-4d08-a5b8-33ca6e7c1a62,1525 Fayetteville St,D
195,Structure,Eliza Pool Connector -  # 114,Existing,114,Wood Decking,0.01719812,10,Bridge,5,Walnut Creek Trail,COR,NO,90.8060872869175,OPEN,335,efa6b331-e968-42ae-8884-9d3992ef49e1,1117 Fayetteville St,D
196,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.57501519,10,NA,0,Walnut Creek Trail,COR,NO,3036.08021885187,OPEN,280,39989f6b-5370-4396-9b3d-9cd7ae44eff1,1823 S Saunders St,D
197,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.26574828,10,NA,0,Walnut Creek Trail,COR,YES,1403.15089583277,OPEN,280,6683bc9e-6d0c-4a15-a1f7-db14dee5befd,1823 S Saunders St,D
198,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.03312557,10,NA,0,Walnut Creek Trail,COR,YES,174.90303405497,OPEN,280,68f88e1c-807a-4d38-9f7a-4d946fe54962,1823 S Saunders St,D
199,Structure,Middle Walnut Creek Segment - # 124,Existing,124,Wood Decking,0.14852237,10,Boardwalk,5,Walnut Creek Trail,COR,YES,784.198138185035,OPEN,274,7cb03de1-db03-4999-8393-99cc35ea6a2c,13 Summit Ave,D
200,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.06022232,10,NA,0,Walnut Creek Trail,COR,YES,317.973826556461,OPEN,274,59c3844b-1e86-4cb4-b890-f5c683e78238,13 Summit Ave,D
201,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.23791388,10,NA,0,Walnut Creek Trail,COR,YES,1256.18527974187,OPEN,68,84e47f83-f4db-4049-9cb9-ee062d059cfd,1707 Lake Wheeler Rd,D
202,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.14676709,10,NA,0,Walnut Creek Trail,COR,YES,774.930230223454,OPEN,68,e03cb6f8-fc6d-41db-944c-fc57e4ae73dc,1707 Lake Wheeler Rd,D
203,Structure,Middle Walnut Creek Segment - # 125,Existing,125,Wood Decking,0.03094527,8,Boardwalk,5,Walnut Creek Trail,COR,NO,163.391040586783,OPEN,68,4683ab9c-71d8-4369-ad28-32d72fd0dd91,1707 Lake Wheeler Rd,D
204,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.08059465,10,NA,0,Walnut Creek Trail,COR,NO,425.539763934771,OPEN,68,8829a08e-c0f6-4746-957e-a75e8ef80e83,1707 Lake Wheeler Rd,D
205,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.14040498,10,NA,0,Walnut Creek Trail,COR,NO,741.338298149935,OPEN,279,18ed8324-5f44-43f9-90b0-36f134e2aed9,1651 S Wilminton St,C
206,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.2728643,10,NA,0,Walnut Creek Trail,COR,NO,1440.72349233524,OPEN,277,65bb7424-fea6-4469-818a-f952d803ff30,1608 Garner Rd,C
207,Trail,Middle Walnut Creek Segment,Existing,NA,Asphalt,0.11079496,10,NA,0,Walnut Creek Trail,COR,NO,584.997362955879,OPEN,279,690b7af9-f659-4fae-afd9-0d4ff3dc3ced,1651 S Wilminton St,C
208,Structure,Middle Walnut Creek Segment - # 123,Existing,123,Wood Decking,0.01211466,11,Bridge,5,Walnut Creek Trail,COR,NO,63.9653924558938,OPEN,279,b557e751-3356-4a84-8f6f-858ccbe6990a,1651 S Wilminton St,C
209,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.32543627,10,NA,0,Walnut Creek Trail,COR,YES,1718.30351500559,OPEN,245,b7004ea9-2d76-42fc-a50b-95485e9baad0,1609 Garner Rd,C
210,Trail,Little Rock Trail,Existing,NA,Asphalt,0.30018477,10,NA,0,Little Rock Trail,COR,YES,1584.97558199944,OPEN,203,8077cc76-02b6-46cd-ba13-f22e3277deb2,1003 Peterson St,C
211,Trail,Little Rock Trail,Existing,NA,Asphalt,0.07555691,10,NA,0,Little Rock Trail,COR,YES,398.940492174429,OPEN,222,f1fd6d3d-4b38-4684-818b-0085c4523f84,705 McMakin St,C
212,Structure,Little Rock Trail - # 126,Existing,126,Steel - Wood Decking,0.01362897,10,Bridge,5,Little Rock Trail,COR,YES,71.9609604782925,OPEN,221,396fe5cd-c622-4e8d-a319-8a62c65c6e49,556 Bragg St,C
213,Structure,Little Rock Trail - # 127,Existing,127,Steel - Wood Decking,0.01390857,10,Bridge,5,Little Rock Trail,COR,YES,73.4372396820128,OPEN,221,5e816851-38cf-42c7-8479-1c522dee26e9,556 Bragg St,C
214,Trail,Little Rock Trail,Existing,NA,Asphalt,0.19286318,10,NA,0,Little Rock Trail,COR,YES,1018.31758604749,OPEN,219,abfacb9d-2834-4b88-a560-f9fe88326208,547 Bragg St,C
215,Trail,Little Rock Trail,Existing,NA,Asphalt,0.01857906,10,NA,0,Little Rock Trail,COR,NO,98.0974423390635,OPEN,204,915a4b93-aed4-4674-a873-d9c6e32f678f,511 Martin Lunther King Jr Blvd,C
216,Trail,Little Rock Trail,Existing,NA,Asphalt,0.0531149,10,NA,0,Little Rock Trail,COR,YES,280.446679493925,OPEN,204,f4d62da0-42cd-4538-8c06-dd2d11be102e,511 Martin Lunther King Jr Blvd,C
217,Structure,Little Rock Trail -  # 135,Existing,135,Wood Decking,0.00718421,10,Bridge,5,Little Rock Trail,COR,NO,37.9326440357922,OPEN,204,50f0cf80-5fae-40a7-84c6-4c5592c00890,511 Martin Lunther King Jr Blvd,C
218,Trail,Little Rock Trail,Existing,NA,Asphalt,0.05735992,10,NA,0,Little Rock Trail,COR,NO,302.860398666275,OPEN,209,607a0c82-f5b6-43da-b019-fcffc3271f97,522 Cape Ave,C
219,Trail,Little Rock Trail,Existing,NA,Asphalt,0.03309958,10,NA,0,Little Rock Trail,COR,NO,174.735186813449,OPEN,209,28f35af5-cbbf-4b24-898d-752c57be3bb0,522 Cape Ave,C
220,Trail,Little Rock Trail,Existing,NA,Asphalt,0.10914926,10,NA,0,Little Rock Trail,COR,NO,576.308076232718,OPEN,210,5af26427-f111-4fbc-86b6-9bfa7596f3e5,522 E Lenoir St,C
221,Structure,Little Rock Trail -  # 88,Existing,88,Wood Decking,0.01200507,8,Bridge,5,Little Rock Trail,COR,NO,63.3867855189817,OPEN,210,711bf07d-cced-4688-9048-c732eca2a960,522 E Lenoir St,C
222,Structure,Lower Walnut Creek Segment -  # 93,Existing,93,Wood Decking,0.05080418,8,Bridge,5,Walnut Creek Trail,COR,NO,268.246044878963,OPEN,243,62bf6799-9744-43c8-a4e7-5199d012f1bf,1534 S State St,C
223,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.15756424,10,NA,0,Walnut Creek Trail,COR,NO,831.939181826502,OPEN,239,ebca875a-0992-4af6-bf10-2bb2f5efa3dc,1002 Peterson St,C
224,Structure,Lower Walnut Creek Segment -  # 92,Existing,92,Wood Decking,0.04440059,10,Bridge,5,Walnut Creek Trail,COR,YES,234.43512026973,OPEN,241,bb9c9b90-0bd9-445b-903a-70563fa185f9,1378 Rock Quarry Rd,C
225,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.11795083,10,NA,0,Walnut Creek Trail,COR,YES,622.7803719134,OPEN,241,b8948d41-80cd-4f47-8e67-9eea0d92a1d6,1378 Rock Quarry Rd,C
226,Structure,Lower Walnut Creek Segment -  # 91,Existing,91,Wood Decking,0.08442797,14,Bridge,5,Walnut Creek Trail,COR,YES,445.779687803567,OPEN,241,a9756ba1-0b49-4a75-b856-d52615c3992e,1378 Rock Quarry Rd,C
227,Structure,Lower Walnut Creek Segment -  # 91,Existing,91,Wood Decking,0.00877585,14,Bridge,5,Walnut Creek Trail,COR,NO,46.3364765856331,OPEN,241,7268d4b5-836b-4508-ae6f-ebeec49a3d83,1378 Rock Quarry Rd,C
228,Structure,Lower Walnut Creek Segment -  # 89,Existing,89,Wood Decking,0.03957991,6,Bridge,5,Walnut Creek Trail,COR,NO,208.981926235871,OPEN,247,90af1963-b7a8-41da-bdca-202185436640,584 Rose Ln,C
229,SidewalkConnection,Lower Walnut Creek - Worthdale Segment,Existing,NA,Concrete,0.132265954965443,5,Sidewalk,0,Walnut Creek Trail,COR,NO,698.364242031548,OPEN,234,5419eaaa-5c2e-4dea-ab9c-c6e6d15b0c1c,1226 Sherwood Ave,C
230,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.28446216,10,NA,0,Walnut Creek Trail,COR,NO,1501.96018688681,OPEN,242,20aedeb0-9ee7-486b-9c3d-24ff22b21315,1423 Rock Quarry Rd,C
231,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.01778494,10,NA,0,Walnut Creek Trail,COR,YES,93.904494118902,OPEN,242,6adcc5ea-5813-4051-b6a0-7b41ae0d6b5b,1423 Rock Quarry Rd,C
232,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.02911896,10,NA,0,Walnut Creek Trail,COR,YES,153.748087613457,OPEN,248,0aae1552-935f-4171-b4f6-6c684d4990b5,754 Lunar St,C
233,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.34654679,10,NA,0,Walnut Creek Trail,COR,YES,1829.7670565841,OPEN,240,955204a7-783c-45bb-801b-e0b923303a3f,1011 Belmont Dr,C
234,Structure,Lower Walnut Creek Segment -  # 90,Existing,90,Wood Decking,0.0399929,8,Bridge,5,Walnut Creek Trail,COR,NO,211.162521825513,OPEN,248,f792d9ca-a6a2-4488-b5ab-8875b940bcbe,754 Lunar St,C
235,Trail,Bent Creek Segment,Existing,NA,Asphalt,0.03019139,10,NA,0,Mine Creek Trail,COR,YES,159.410559386169,OPEN,56,9cd05fa9-a82d-4682-94d8-e406f1f70e87,883 Lynn Rd,A
236,Trail,Bent Creek Segment,Existing,NA,Asphalt,0.05436469,10,NA,0,Mine Creek Trail,COR,YES,287.045579842696,OPEN,55,819d148d-bdcf-497c-9b6c-cfc51c382762,882 Lynn Rd,A
237,Trail,Bent Creek Segment,Existing,NA,Asphalt,0.13387325,10,NA,0,Mine Creek Trail,COR,YES,706.850752769677,OPEN,55,39b83e76-d18f-4f5c-9b55-8b2a184d827e,882 Lynn Rd,A
238,Structure,Bent Creek Segment -  # 15,Existing,15,Wood Decking,0.00606065,10,Bridge,5,Mine Creek Trail,COR,YES,32.0002477000086,OPEN,55,bed44ba7-0e0d-4cd7-98bb-3495f11ef33e,882 Lynn Rd,A
239,Trail,Bent Creek Segment,Existing,NA,Asphalt,0.18468267,10,NA,0,East Fork Mine Creek Trail,COR,YES,975.12449063903,OPEN,109,a9a96008-4505-4345-a0b6-bc868a478225,6699 Bent Creek Dr,A
240,Trail,Bent Creek Segment,Existing,NA,Asphalt,0.18295041,10,NA,0,East Fork Mine Creek Trail,COR,YES,965.978176295953,OPEN,109,80b43b5b-2726-47cd-8cfb-4f5474922e69,6699 Bent Creek Dr,A
241,Structure,Bent Creek Segment -  # 14,Existing,14,Wood Decking,0.00766801,10,Bridge,5,East Fork Mine Creek Trail,COR,YES,40.4871024728862,OPEN,109,91f668b6-7ddb-4c30-b1a8-cfb09de0fd7d,6699 Bent Creek Dr,A
242,SidewalkConnection,East Fork Mine Creek Trail,Existing,NA,Concrete,0.277135086418806,5,Sidewalk,0,East Fork Mine Creek Trail,COR,NO,1463.27325591394,OPEN,111,81b4dc57-71f6-49ce-8095-67bcec177ede,7305 Six Forks Rd,A
243,Structure,Ironwood Segment - # 2002,Existing,2002,Asphalt,0.01793233,8,Underpass,,Mine Creek Trail,COR,NO,94.682727127254,OPEN,355,dec9072f-c5f2-4f2e-b1c3-09f9e4a0fb32,1142 W Millbrook Rd,A
